customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn,gender_encoded,Partner_encoded,Dependents_encoded,PhoneService_encoded,PaperlessBilling_encoded,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,charges_mensuelles_fcfa,charges_totales_fcfa,region,forfait,prix_forfait_fcfa,satisfaction_score,segment
9931-DCEZH,Male,0,No,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.4,1516.6,No,0,1,0,1,1,1,False,False,True,False,True,False,False,32640,909960,Yopougon,Fibre-25Mbps,25000,3,Fidele (18-36m)
1898-JSNDC,Female,0,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,No,0,0,0,0,1,1,False,False,True,False,True,False,False,35160,1334700,Cocody,Fibre-25Mbps,25000,3,VIP (>36m)
0315-LVCRK,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,No,0,1,0,0,1,0,True,False,False,False,False,True,False,50880,533250,Yopougon,Fibre-50Mbps,40000,3,Actif (6-18m)
3911-RSNHI,Female,0,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,No,0,0,1,0,0,1,False,False,False,True,True,False,False,36840,2586210,Marcory,Fibre-50Mbps,40000,4,VIP (>36m)
2410-CIYFZ,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,42.9,No,0,1,0,1,1,0,False,True,False,False,False,False,True,12240,25740,Treichville,Fibre-10Mbps,15000,5,Nouveau (<6m)
4248-HCETZ,Male,1,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,2365.15,Yes,1,1,1,0,1,1,True,False,False,False,False,False,True,47790,1419090,Marcory,Fibre-50Mbps,40000,2,Fidele (18-36m)
5505-OVWQW,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,No,0,0,0,0,1,0,False,True,True,False,False,False,True,12090,212190,Plateau,Fibre-10Mbps,15000,3,Actif (6-18m)
7271-AJDTL,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,No,0,0,1,0,1,1,True,False,False,False,True,False,False,56670,3043860,Marcory,Fibre-100Mbps,75000,4,VIP (>36m)
1867-TJHTS,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,No,0,0,0,0,1,1,True,False,False,False,False,False,False,47880,2716110,Abidjan-Nord,Fibre-50Mbps,40000,4,VIP (>36m)
0516-WJVXC,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2,308.25,Yes,1,0,0,0,1,0,False,False,False,False,False,True,False,32520,184950,Cocody,Fibre-25Mbps,25000,2,Nouveau (<6m)
9174-FKWZE,Female,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.45,19.45,Yes,1,0,0,0,1,1,False,True,False,False,False,True,False,11670,11670,Yamoussoukro,Fibre-10Mbps,15000,2,Nouveau (<6m)
6860-YRJZP,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.05,678.45,No,0,1,0,0,1,1,True,False,False,False,False,True,False,44430,407070,Yopougon,Fibre-50Mbps,40000,5,Actif (6-18m)
4429-WYGFR,Male,0,No,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,No,0,1,0,0,1,0,False,False,False,False,False,False,False,29490,742380,Yopougon,Fibre-25Mbps,25000,4,Fidele (18-36m)
2817-LVCPP,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1023.95,No,0,0,0,0,1,0,False,True,False,True,True,False,False,11640,614370,Abidjan-Nord,Fibre-10Mbps,15000,5,VIP (>36m)
5038-ETMLM,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,No,0,0,1,0,1,1,True,False,False,True,False,False,False,68190,4909650,Cocody,Fibre-100Mbps,75000,3,VIP (>36m)
5056-FIMPT,Female,0,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.0,4532.3,No,0,0,0,1,1,1,True,False,True,False,True,False,False,63600,2719380,Treichville,Fibre-100Mbps,75000,5,VIP (>36m)
4521-WFJAI,Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.95,1444.05,No,0,1,0,0,1,1,False,True,False,True,False,False,False,15570,866430,Cocody,Fibre-10Mbps,15000,3,VIP (>36m)
6569-KTMDU,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,No,0,0,0,0,1,0,False,True,False,False,False,False,True,11460,11460,San-Pedro,Fibre-10Mbps,15000,5,Nouveau (<6m)
8809-RIHDD,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.4,7372.65,Yes,1,1,1,1,1,1,True,False,False,True,False,True,False,62040,4423590,Plateau,Fibre-100Mbps,75000,1,VIP (>36m)
8809-XKHMD,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,No,0,1,1,0,1,1,True,False,False,True,False,False,False,60330,4395060,Yopougon,Fibre-100Mbps,75000,4,VIP (>36m)
0396-YCHWO,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,No,0,1,1,0,1,1,True,False,False,False,False,True,False,57240,2084520,Abidjan-Nord,Fibre-100Mbps,75000,5,Fidele (18-36m)
0867-LDTTC,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,No,0,1,0,0,1,0,False,False,False,False,False,False,False,45090,235590,Marcory,Fibre-50Mbps,40000,4,Nouveau (<6m)
4822-NGOCH,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,1058.6,Yes,1,0,0,0,1,1,True,False,False,False,False,True,False,50670,635160,Marcory,Fibre-50Mbps,40000,1,Actif (6-18m)
9391-DXGGG,Female,1,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),89.15,3990.75,No,0,0,0,0,1,0,True,False,True,False,True,False,False,53490,2394450,Yamoussoukro,Fibre-100Mbps,75000,4,VIP (>36m)
9844-FELAJ,Female,1,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,No,0,0,1,1,1,1,True,False,True,False,False,True,False,64740,4485510,Cocody,Fibre-100Mbps,75000,5,VIP (>36m)
2122-SZZZD,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.5,835.5,No,0,1,0,0,1,0,False,True,True,False,True,False,False,11700,501300,Abidjan-Sud,Fibre-10Mbps,15000,4,VIP (>36m)
5307-DZCVC,Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,Yes,1,0,1,0,1,1,True,False,False,False,True,False,False,51570,1577160,Yopougon,Fibre-100Mbps,75000,1,Fidele (18-36m)
3148-AOIQT,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1718.35,No,0,0,1,0,1,1,False,True,False,True,True,False,False,14970,1031010,Abidjan-Nord,Fibre-10Mbps,15000,3,VIP (>36m)
8679-JOEVF,Female,1,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.4,1023.9,Yes,1,0,0,0,1,0,False,False,False,False,False,True,False,35640,614340,Yopougon,Fibre-25Mbps,25000,2,Actif (6-18m)
8395-ETZKQ,Male,1,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,1193.55,No,0,1,1,1,1,0,False,True,True,False,False,False,False,11700,716130,Treichville,Fibre-10Mbps,15000,5,VIP (>36m)
6692-YQHXC,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,No,0,1,0,0,1,1,True,False,False,False,True,False,False,41970,723300,Bouake,Fibre-50Mbps,40000,4,Actif (6-18m)
3889-VWBID,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,No,0,1,1,1,1,0,False,False,False,True,False,False,False,49710,3465870,Abidjan-Nord,Fibre-50Mbps,40000,3,VIP (>36m)
5222-JCXZT,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,78.9,No,0,1,0,0,1,0,False,True,False,False,False,False,True,11400,47340,Abidjan-Sud,Fibre-10Mbps,15000,4,Nouveau (<6m)
9754-CLVZW,Female,0,Yes,Yes,26,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),38.85,1025.15,No,0,0,1,1,0,0,False,False,False,False,True,False,False,23310,615090,Marcory,Fibre-25Mbps,25000,4,Fidele (18-36m)
1432-FPAXX,Female,0,No,No,29,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.6,856.35,Yes,1,0,0,0,0,1,False,False,False,False,False,True,False,18360,513810,Abidjan-Nord,Fibre-10Mbps,15000,1,Fidele (18-36m)
2739-CCZMB,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,122.0,No,0,1,0,1,1,0,False,True,False,False,True,False,False,12210,73200,Cocody,Fibre-10Mbps,15000,3,Nouveau (<6m)
7080-TNUWP,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.0,6602.9,No,0,1,1,0,1,1,True,False,True,False,False,False,False,57000,3961740,Yamoussoukro,Fibre-100Mbps,75000,4,VIP (>36m)
0496-AHOOK,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,No,0,1,1,0,1,0,False,False,True,False,False,False,False,44640,1027740,Abidjan-Nord,Fibre-50Mbps,40000,4,Fidele (18-36m)
8336-TAVKX,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.45,5682.25,No,0,0,1,0,1,0,False,False,False,True,False,False,False,47070,3409350,Abidjan-Nord,Fibre-50Mbps,40000,5,VIP (>36m)
2468-SJFLM,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,74.3,No,0,1,0,0,1,1,True,False,False,False,False,False,True,44580,44580,Abidjan-Nord,Fibre-50Mbps,40000,4,Nouveau (<6m)
3181-VTHOE,Male,0,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.05,3635.15,No,0,1,1,0,0,1,False,False,True,False,False,False,False,30630,2181090,Yopougon,Fibre-25Mbps,25000,4,VIP (>36m)
7168-HDQHG,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.2,702.9,No,0,0,1,1,1,0,False,True,False,False,False,False,False,11520,421740,Cocody,Fibre-10Mbps,15000,3,Fidele (18-36m)
4803-AXVYP,Female,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,3734.25,Yes,1,0,0,0,1,1,True,False,False,False,False,True,False,59730,2240550,Abidjan-Sud,Fibre-100Mbps,75000,2,VIP (>36m)
3884-HCSWG,Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,1144.5,Yes,1,0,0,0,1,1,True,False,False,False,False,True,False,42000,686700,Cocody,Fibre-50Mbps,40000,2,Actif (6-18m)
4567-AKPIA,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.1,4454.25,No,0,0,1,1,1,1,True,False,True,False,False,False,False,65460,2672550,Plateau,Fibre-100Mbps,75000,4,VIP (>36m)
5077-DXTCG,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,45.3,Yes,1,0,0,0,1,1,False,False,False,False,False,True,False,27180,27180,Yopougon,Fibre-25Mbps,25000,1,Nouveau (<6m)
1142-WACZW,Male,0,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.85,75.6,Yes,1,1,0,0,0,0,False,False,False,False,False,False,False,17910,45360,Cocody,Fibre-10Mbps,15000,1,Nouveau (<6m)
7901-HXJVA,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,1117.55,No,0,1,0,0,1,0,True,False,False,False,False,True,False,45870,670530,San-Pedro,Fibre-50Mbps,40000,4,Actif (6-18m)
5649-ANRML,Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Yes,1,1,0,0,1,1,True,False,False,False,True,False,False,57060,108150,Marcory,Fibre-100Mbps,75000,1,Nouveau (<6m)
4892-VLANZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,19.8,Yes,1,1,0,0,1,0,False,True,False,False,False,False,True,11880,11880,Abidjan-Sud,Fibre-10Mbps,15000,3,Nouveau (<6m)
5924-IFQTT,Male,0,Yes,Yes,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.8,930.05,No,0,1,1,1,1,1,False,False,False,False,False,True,False,43680,558030,Abidjan-Nord,Fibre-50Mbps,40000,4,Actif (6-18m)
7968-QUXNS,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.95,110.15,No,0,1,0,0,1,0,False,True,False,False,False,False,True,11370,66090,Cocody,Fibre-10Mbps,15000,5,Nouveau (<6m)
2919-HBCJO,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Yes,1,0,0,0,1,1,True,False,False,False,False,False,False,45990,200160,Yamoussoukro,Fibre-50Mbps,40000,1,Nouveau (<6m)
4236-XPXAV,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,Yes,1,0,1,1,1,1,True,False,False,False,False,False,True,59490,279030,Yopougon,Fibre-100Mbps,75000,2,Nouveau (<6m)
8903-WMRNW,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,1669.4,No,0,0,1,0,1,0,True,False,False,False,False,True,False,61050,1001640,Yopougon,Fibre-100Mbps,75000,4,Actif (6-18m)
2452-SNHFZ,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,No,0,0,0,0,1,0,True,False,False,False,True,False,False,45270,2127060,Abidjan-Sud,Fibre-50Mbps,40000,4,VIP (>36m)
3629-WEAAM,Female,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.1,504.05,No,0,0,0,0,1,0,False,False,False,False,False,False,True,38460,302430,Abidjan-Sud,Fibre-50Mbps,40000,5,Actif (6-18m)
6029-CSMJE,Male,0,No,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,No,0,1,0,0,0,1,False,False,False,False,False,False,True,15390,264120,Cocody,Fibre-10Mbps,15000,4,Actif (6-18m)
7993-NQLJE,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.1,1151.55,No,0,1,1,1,1,0,True,False,False,False,False,False,True,45060,690930,Abidjan-Nord,Fibre-50Mbps,40000,4,Actif (6-18m)
9909-DFRJA,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,No,0,0,0,0,1,1,True,False,True,False,False,False,False,57510,1485210,Plateau,Fibre-100Mbps,75000,4,Fidele (18-36m)
9099-FTUHS,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.4,1249.25,No,0,0,0,0,1,0,False,False,False,False,False,True,False,32640,749550,Abidjan-Sud,Fibre-25Mbps,25000,3,Fidele (18-36m)
0581-BXBUB,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,No,0,0,0,0,1,0,True,False,False,False,False,True,False,43650,190650,Cocody,Fibre-50Mbps,40000,3,Nouveau (<6m)
4962-CHQPW,Male,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,535.05,No,0,1,0,1,1,0,False,True,True,False,False,False,True,11910,321030,San-Pedro,Fibre-10Mbps,15000,3,Fidele (18-36m)
9467-ROOLM,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,No,0,0,0,0,1,0,False,True,False,False,False,False,True,11430,276780,Abidjan-Sud,Fibre-10Mbps,15000,3,Fidele (18-36m)
3030-YZADT,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,431.0,Yes,1,1,0,0,1,0,False,False,False,False,False,False,True,26970,258600,Cocody,Fibre-25Mbps,25000,2,Actif (6-18m)
7410-KTVFV,Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,Yes,1,1,1,0,1,1,False,False,False,False,False,False,True,29730,527010,Cocody,Fibre-25Mbps,25000,2,Actif (6-18m)
5150-ITWWB,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,No,0,1,0,0,1,1,True,False,False,False,False,True,False,56910,201450,Treichville,Fibre-100Mbps,75000,3,Nouveau (<6m)
2253-KPMNB,Female,0,Yes,Yes,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.25,3121.4,No,0,0,1,1,0,0,False,False,False,True,False,False,False,27750,1872840,Plateau,Fibre-25Mbps,25000,4,VIP (>36m)
1345-ZUKID,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,324.8,No,0,1,0,0,1,0,False,True,True,False,False,False,True,11610,194880,Marcory,Fibre-10Mbps,15000,5,Actif (6-18m)
6429-SHBCB,Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6,1394.55,No,0,1,0,0,1,0,False,False,False,False,False,False,True,41760,836730,Yopougon,Fibre-50Mbps,40000,4,Fidele (18-36m)
9281-OFDMF,Male,1,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.7,3413.25,No,0,1,0,0,1,0,True,False,False,False,False,True,False,54420,2047950,Bouake,Fibre-100Mbps,75000,5,VIP (>36m)
2603-HVKCG,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,No,0,1,0,0,1,1,True,False,False,False,False,True,False,60840,1886190,Abidjan-Sud,Fibre-100Mbps,75000,4,Fidele (18-36m)
1834-WULEG,Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,439.75,No,0,1,1,1,1,0,False,True,True,False,False,False,True,12150,263850,Abidjan-Sud,Fibre-10Mbps,15000,5,Fidele (18-36m)
9097-ZUBYC,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,No,0,1,1,0,1,0,False,False,False,False,False,False,False,29280,398640,Bouake,Fibre-25Mbps,25000,4,Actif (6-18m)
5148-ORICT,Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.35,4759.55,No,0,0,1,0,1,1,False,False,False,True,False,False,True,44610,2855730,Abidjan-Nord,Fibre-50Mbps,40000,3,VIP (>36m)
4893-GYUJU,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.35,1033.0,No,0,0,0,0,1,1,False,True,True,False,False,False,True,11610,619800,Plateau,Fibre-10Mbps,15000,4,VIP (>36m)
4578-PHJYZ,Male,0,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.75,3482.85,No,0,1,1,1,1,1,False,False,True,False,False,True,False,41250,2089710,Bouake,Fibre-50Mbps,40000,3,VIP (>36m)
7272-QDCKA,Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,No,0,1,0,0,1,0,True,False,True,False,False,True,False,60120,1613070,Cocody,Fibre-100Mbps,75000,5,Fidele (18-36m)
8908-SLFCJ,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.85,435.25,No,0,0,0,0,1,1,False,True,False,True,True,False,False,12510,261150,Abidjan-Nord,Fibre-10Mbps,15000,4,Fidele (18-36m)
8393-DLHGA,Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,Yes,1,1,0,1,1,1,True,False,False,False,False,True,False,57540,1469250,Cocody,Fibre-100Mbps,75000,2,Fidele (18-36m)
9766-HGEDE,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,307.0,No,0,0,1,0,1,0,False,True,True,False,False,False,True,11610,184200,Yopougon,Fibre-10Mbps,15000,4,Actif (6-18m)
6968-MHOMU,Male,0,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,No,0,1,1,0,0,1,False,False,True,False,True,False,False,27000,1613610,Bouake,Fibre-25Mbps,25000,5,VIP (>36m)
7395-IGJOS,Male,1,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,Yes,1,1,1,0,1,0,True,False,False,False,False,False,False,48900,797520,Yopougon,Fibre-50Mbps,40000,1,Actif (6-18m)
5044-XDPYX,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1281.25,No,0,0,1,0,1,0,False,True,False,True,False,False,True,15300,768750,Plateau,Fibre-10Mbps,15000,4,VIP (>36m)
1814-WFGVS,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.9,3527.0,No,0,1,1,1,0,0,False,False,False,True,False,False,True,29340,2116200,Abidjan-Nord,Fibre-25Mbps,25000,5,VIP (>36m)
2834-SPCJV,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.1,4348.65,Yes,1,1,1,0,1,0,True,False,False,False,False,True,False,50460,2609190,Cocody,Fibre-50Mbps,40000,3,VIP (>36m)
3721-WKIIL,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,561.15,No,0,0,0,0,1,1,False,True,False,True,False,False,True,11760,336690,Abidjan-Nord,Fibre-10Mbps,15000,4,Fidele (18-36m)
6734-CKRSM,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,63.6,No,0,0,0,0,1,0,False,True,False,False,False,False,True,12000,38160,Cocody,Fibre-10Mbps,15000,4,Nouveau (<6m)
1265-ZFOSD,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,No,0,0,1,0,1,1,False,False,False,True,False,False,True,48780,3077580,Yopougon,Fibre-50Mbps,40000,3,VIP (>36m)
6568-POCUI,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,No,0,0,1,0,1,1,True,False,False,True,True,False,False,57120,2571480,Bouake,Fibre-100Mbps,75000,5,VIP (>36m)
7890-VYYWG,Male,1,Yes,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,93.7,Yes,1,1,1,0,0,1,False,False,False,False,False,False,True,21870,56220,Abidjan-Sud,Fibre-25Mbps,25000,2,Nouveau (<6m)
5197-LQXXH,Female,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,No,0,0,1,0,1,1,False,False,False,True,True,False,False,49980,3536700,Cocody,Fibre-50Mbps,40000,3,VIP (>36m)
9907-SWKKF,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,Yes,1,0,0,0,0,0,False,False,False,False,False,False,True,15030,15030,Bouake,Fibre-10Mbps,15000,2,Nouveau (<6m)
